AJ_Cook_0001.jpg	75   75  177  177	104.094      117.1755      147.6988      111.3615       94.9767      117.9683      113.2114      116.3827      135.9387      112.9471      159.4588      109.7759      129.1998      157.4767      110.5687      159.9873      147.8309      154.9662      118.7611      138.3171
AJ_Lamas_0001.jpg	72   83  183  194	101.1871      112.9471      150.7379      119.2896       90.4841      111.8901      111.8901      114.0042      142.2812       117.704      159.1945      120.8753      123.1216      156.1554       97.6195      153.6448      148.6237       158.666      130.6533      138.0529
Aaron_Eckhart_0001.jpg	73   73  175  175	107.001      109.9081      147.6988      114.4006       96.8266      108.1903      117.1755      111.6258       136.203      113.2114      159.1945      115.5899      122.9895      160.7801      106.3404      158.9302      139.6385        162.63      124.0465      146.5095
Aaron_Guiel_0001.jpg	69   81  171  183	99.7337      114.1363      146.9059      120.0824       87.5772      112.1543      111.8901      116.1184      136.7315      118.7611      157.0803      121.4038      117.3076      162.1014        95.241      158.9302      139.3742      165.2727       123.518      140.9598
Aaron_Patterson_0001.jpg	72   72  174  174	99.4693      122.8573      140.9599      105.4154        92.334       127.482      106.6047      118.2326      132.5032      109.2474      149.4165      101.5835      136.3351      157.8732      121.4038      163.9514      151.2664      151.7949      122.7252      136.7315
Aaron_Peirsol_0001.jpg	73   85  175  187	106.6046       115.722      146.6416      115.4578       96.8266      116.3827      116.3827      115.0613      135.4101      115.3256      157.8732      115.5899      128.0105      153.9091      108.4545      154.1734      147.5666      153.6448      127.7463      143.8668
Aaron_Peirsol_0002.jpg	60   75  183  198	105.019      115.8541      146.7738      118.1004       95.7696       114.797      114.2685      116.9112      136.9958      117.9683      156.5518      118.2326      125.1036      158.1375      107.1332      157.8732       143.074      158.4017      131.4461      142.5455
Aaron_Peirsol_0003.jpg	72   72  173  173	107.3975       116.647      143.6026      113.2114       97.6195       117.704      117.1755      115.5899      134.0888        113.74      153.1163      112.6829      128.8034      148.4916       110.833      150.2093      146.7738      146.7738      129.3319      137.7886
Aaron_Peirsol_0004.jpg	84   84  177  177	108.0581      114.4006      147.9631      116.2506       98.9408      114.2685      117.1755      114.5328      138.0529      115.5899      157.8732      116.9112      126.5571      160.5159      110.5687       159.723      142.5455      161.3087      121.6681      141.7526
Aaron_Pena_0001.jpg	74   69  196  191	101.5836      117.9683      145.3203      106.3404       92.0698      121.6681      111.0973      114.2685      134.0888      108.4545      156.5518      104.2262      134.8816      162.1015      121.1395      166.3298      148.6237      157.8732      126.1607      139.6385
Aaron_Sorkin_0001.jpg	68   83  179  194	100.3943      113.4757      143.2061      113.4757       89.6913      113.2114      111.0973        113.74      134.0888      112.9471      152.3235      114.0042      121.8003      156.1554       101.055      156.5518      142.5455       155.759      129.5962      141.2241
Aaron_Sorkin_0002.jpg	81   81  174  174	106.6046       112.815      148.7558      115.4577       97.0909      111.3615      116.1184      114.2685      137.7886       114.797       159.723      116.1184      125.1036      151.0021      101.8478      149.1522      148.3594       152.852      123.7822      139.6385
Aaron_Tippin_0001.jpg	69   69  171  171	104.2262      113.2114      141.3562      113.6078       93.3911        113.74      115.0613      112.6829      132.2389      112.9471      150.4736      114.2685       123.518      157.3446      110.0402      157.0803      136.9958      157.6089      128.0106      137.7886
Abba_Eban_0001.jpg	80   72  181  173	107.1332       115.722      148.0951      113.3435       96.5624       117.704       117.704        113.74      139.6385      112.6829      156.5518      114.0042       129.464      157.8732      109.7759      158.9302      149.1522      156.8161      134.8816      139.3742
Abdel_Madi_Shabneh_0001.jpg	75   87  168  180	105.6797      112.5507      147.4344      116.3826       94.9767      111.3615      116.3827        113.74        137.26      115.3256      157.6089      117.4397      122.9894      158.2696      106.0761      156.0233      139.9027      160.5159      125.6321      144.1311
Abdel_Nasser_Assidi_0002.jpg	78   84  171  177	105.4154      111.0973      146.2452      121.2717       97.0909      108.7188        113.74      113.4757      137.5243      119.0254      154.9662       123.518      117.3076      154.4377       105.019      151.0021      129.5962      157.8732      121.6681      139.9027
Abdoulaye_Wade_0001.jpg	68   83  179  194	102.6406      120.3467      156.2875      118.1004       92.5983      120.3467      112.6829      120.3467      144.3953      118.2326      168.1797      117.9683      126.9535      170.5582      107.3975      170.2939      146.5095      170.8224      121.6681      142.0169
Abdoulaye_Wade_0002.jpg	73   73  175  175	99.0729      117.9683      148.8879      106.6047       87.0486      119.5539      111.0973      116.3827       136.203      110.5687      161.5729      102.6406      133.4282      155.4947      110.0402      159.1945      156.8161      151.7949      125.6321      144.3953
Abdoulaye_Wade_0004.jpg	64   69  198  203	98.5444      108.0581      155.4947      111.3615        85.463      105.2833      111.6258       110.833      144.3953      112.4186      166.5941      110.3044      123.3859      165.8013       99.9979      162.3658      146.7738      169.2368      131.7104      147.3023
Abdul_Rahman_0001.jpg	64   64  186  186	102.6406      118.3646       147.963      115.0613       91.5412      119.2896        113.74      117.4397        137.26      115.3256       158.666       114.797      127.2177      158.2696      107.6617      159.1945      146.7738      157.3446      123.2537       136.203
Abdullah_0001.jpg	73   85  175  187	106.7368      115.1934      149.4164      115.0613       96.2981      116.1184      117.1755      114.2685      139.1099      114.2685       159.723      115.8541      126.5571      156.5518      112.6829       155.759      140.4313      157.3446       127.482      135.6744
Abdullah_0002.jpg	75   75  177  177	105.6797       115.722       149.945      121.1395       96.5624      116.1184       114.797      115.3256      140.9598      118.7611      158.9302       123.518      121.4038      154.9662      106.8689      153.1163      135.9387      156.8161      123.2537      135.1459
Abdullah_0003.jpg	76   76  187  187	104.094      115.1934       147.963      113.6078       94.9767      115.5899      113.2114       114.797        137.26      113.4757       158.666        113.74      126.6892      157.0804      112.9471      156.2875      140.4313      157.8732      121.6681      143.8668
Abdullah_0004.jpg	75   75  177  177	109.908      118.3647      146.9059      113.7399      102.3763      119.8182      117.4397      116.9112      138.3171      114.2685      155.4947      113.2114      130.5212      158.7981       117.704       159.723      143.3383      157.8732      119.5539      139.9027
