AJ_Cook_0001.jpg	75   75  177  177	94.9767      117.9683      113.2114      116.3827      135.9387      112.9471      159.4588      109.7759      110.5687      159.9873      147.8309      154.9662      118.7611      138.3171
AJ_Lamas_0001.jpg	72   83  183  194	90.4841      111.8901      111.8901      114.0042      142.2812       117.704      159.1945      120.8753       97.6195      153.6448      148.6237       158.666      130.6533      138.0529
Aaron_Eckhart_0001.jpg	73   73  175  175	96.8266      108.1903      117.1755      111.6258       136.203      113.2114      159.1945      115.5899      106.3404      158.9302      139.6385        162.63      124.0465      146.5095
Aaron_Guiel_0001.jpg	69   81  171  183	87.5772      112.1543      111.8901      116.1184      136.7315      118.7611      157.0803      121.4038        95.241      158.9302      139.3742      165.2727       123.518      140.9598
Aaron_Patterson_0001.jpg	72   72  174  174	92.334       127.482      106.6047      118.2326      132.5032      109.2474      149.4165      101.5835      121.4038      163.9514      151.2664      151.7949      122.7252      136.7315
Aaron_Peirsol_0001.jpg	73   85  175  187	96.8266      116.3827      116.3827      115.0613      135.4101      115.3256      157.8732      115.5899      108.4545      154.1734      147.5666      153.6448      127.7463      143.8668
Aaron_Peirsol_0002.jpg	60   75  183  198	95.7696       114.797      114.2685      116.9112      136.9958      117.9683      156.5518      118.2326      107.1332      157.8732       143.074      158.4017      131.4461      142.5455
Aaron_Peirsol_0003.jpg	72   72  173  173	97.6195       117.704      117.1755      115.5899      134.0888        113.74      153.1163      112.6829       110.833      150.2093      146.7738      146.7738      129.3319      137.7886
Aaron_Peirsol_0004.jpg	84   84  177  177	98.9408      114.2685      117.1755      114.5328      138.0529      115.5899      157.8732      116.9112      110.5687       159.723      142.5455      161.3087      121.6681      141.7526
Aaron_Pena_0001.jpg	74   69  196  191	92.0698      121.6681      111.0973      114.2685      134.0888      108.4545      156.5518      104.2262      121.1395      166.3298      148.6237      157.8732      126.1607      139.6385
Aaron_Sorkin_0001.jpg	68   83  179  194	89.6913      113.2114      111.0973        113.74      134.0888      112.9471      152.3235      114.0042       101.055      156.5518      142.5455       155.759      129.5962      141.2241
Aaron_Sorkin_0002.jpg	81   81  174  174	97.0909      111.3615      116.1184      114.2685      137.7886       114.797       159.723      116.1184      101.8478      149.1522      148.3594       152.852      123.7822      139.6385
Aaron_Tippin_0001.jpg	69   69  171  171	93.3911        113.74      115.0613      112.6829      132.2389      112.9471      150.4736      114.2685      110.0402      157.0803      136.9958      157.6089      128.0106      137.7886
Abba_Eban_0001.jpg	80   72  181  173	96.5624       117.704       117.704        113.74      139.6385      112.6829      156.5518      114.0042      109.7759      158.9302      149.1522      156.8161      134.8816      139.3742
Abdel_Madi_Shabneh_0001.jpg	75   87  168  180	94.9767      111.3615      116.3827        113.74        137.26      115.3256      157.6089      117.4397      106.0761      156.0233      139.9027      160.5159      125.6321      144.1311
Abdel_Nasser_Assidi_0002.jpg	78   84  171  177	97.0909      108.7188        113.74      113.4757      137.5243      119.0254      154.9662       123.518       105.019      151.0021      129.5962      157.8732      121.6681      139.9027
Abdoulaye_Wade_0001.jpg	68   83  179  194	92.5983      120.3467      112.6829      120.3467      144.3953      118.2326      168.1797      117.9683      107.3975      170.2939      146.5095      170.8224      121.6681      142.0169
Abdoulaye_Wade_0002.jpg	73   73  175  175	87.0486      119.5539      111.0973      116.3827       136.203      110.5687      161.5729      102.6406      110.0402      159.1945      156.8161      151.7949      125.6321      144.3953
Abdoulaye_Wade_0004.jpg	64   69  198  203	85.463      105.2833      111.6258       110.833      144.3953      112.4186      166.5941      110.3044       99.9979      162.3658      146.7738      169.2368      131.7104      147.3023
Abdul_Rahman_0001.jpg	64   64  186  186	91.5412      119.2896        113.74      117.4397        137.26      115.3256       158.666       114.797      107.6617      159.1945      146.7738      157.3446      123.2537       136.203
Abdullah_0001.jpg	73   85  175  187	96.2981      116.1184      117.1755      114.2685      139.1099      114.2685       159.723      115.8541      112.6829       155.759      140.4313      157.3446       127.482      135.6744
Abdullah_0002.jpg	75   75  177  177	96.5624      116.1184       114.797      115.3256      140.9598      118.7611      158.9302       123.518      106.8689      153.1163      135.9387      156.8161      123.2537      135.1459
Abdullah_0003.jpg	76   76  187  187	94.9767      115.5899      113.2114       114.797        137.26      113.4757       158.666        113.74      112.9471      156.2875      140.4313      157.8732      121.6681      143.8668
Abdullah_0004.jpg	75   75  177  177	102.3763      119.8182      117.4397      116.9112      138.3171      114.2685      155.4947      113.2114       117.704       159.723      143.3383      157.8732      119.5539      139.9027
Abdullah_Ahmad_Badawi_0001.jpg	72   84  174  186	94.1839      116.9112      114.5328      116.3827      135.9387      117.1755      155.4947      118.2326       107.926      152.3235       143.074      153.9091      123.2537      141.4884
Abdullah_Gul_0001.jpg	84   81  177  174	101.3192      111.0973      118.2326      112.6829      139.1099       114.797      160.2516       120.611      109.2474      156.0233      136.7315      162.3658      119.0254      137.7886
Abdullah_Gul_0002.jpg	72   75  183  186	94.4482      119.8182      113.2114      116.6469      136.7315      115.8541       155.759      119.0254      111.3615      156.0233      145.1882       155.759      127.7463      131.4461
Abdullah_Gul_0003.jpg	75   81  177  183	96.5624      108.7188      119.2896      111.0973       140.167       117.704      159.1945      120.8753      100.2622      154.9662      136.4672      158.4017      128.5391      143.3383
Abdullah_Gul_0004.jpg	78   78  171  171	94.9767       123.518      112.4186      116.1184      134.3531      111.6258      153.3805      112.1543      119.8182      152.5877      148.8879      147.3023      129.3319      130.6533
Abdullah_Gul_0005.jpg	72   72  183  183	95.5053      111.8901      115.8541      111.3615        137.26      110.0402      161.5729      112.1543      112.6829      149.6808      148.0951      149.1522      124.3108      134.6173
